67627at147545	contig_73	3827818	3838906
67627at147545	contig_7	2675203	2685946
67627at147545	contig_60	3601290	3612244
56718at147545	contig_7	1689482	1700885
78260at147545	contig_7	3167280	3178404
2379at147545	contig_60	4348357	4364174
101957at147545	contig_6	3759340	3770170
33447at147545	contig_7	1695040	1706807
32954at147545	contig_60	2370808	2383602
61510at147545	contig_9	1145587	1156805
33798at147545	contig_60	1280851	1292073
57227at147545	contig_6	3983246	3994635
21438at147545	contig_60	712734	724639
75670at147545	contig_5	1579127	1590881
122273at147545	contig_9	959583	970268
58036at147545	contig_9	1594160	1605420
58036at147545	contig_6	3779784	3790683
24003at147545	contig_63	488821	501197
45322at147545	contig_6	3102536	3113944
89834at147545	contig_6	2998707	3009213
108018at147545	contig_6	601844	612146
42918at147545	contig_6	2006711	2017832
34687at147545	contig_5	1227324	1239340
60657at147545	contig_73	604735	616396
7192at147545	contig_63	1646017	1659196
92856at147545	contig_6	3788570	3799398
42297at147545	contig_6	1610672	1622082
60609at147545	contig_60	2494850	2506325
12783at147545	contig_7	2233837	2249592
12783at147545	contig_60	3424238	3436379
106063at147545	contig_5	1563549	1574121
56463at147545	contig_73	3247339	3259077
100855at147545	contig_7	3294284	3305055
19883at147545	contig_60	2892235	2904174
19883at147545	contig_7	2887619	2899520
93975at147545	contig_73	1716804	1727992
24656at147545	contig_73	2732482	2744326
24656at147545	contig_60	1240325	1252253
24656at147545	contig_4	1032062	1043744
67933at147545	contig_5	2938808	2950294
9095at147545	contig_73	1385885	1398878
49054at147545	contig_60	3436424	3448478
68115at147545	contig_60	357523	369710
51679at147545	contig_73	880726	892330
37939at147545	contig_63	2249677	2261389
4124at147545	contig_63	907058	920567
108575at147545	contig_63	948637	959137
52700at147545	contig_5	2705399	2716442
52700at147545	contig_6	577049	587942
52700at147545	contig_60	3295998	3306720
52977at147545	contig_60	4131908	4143526
52977at147545	contig_63	654820	666171
52977at147545	contig_6	2858489	2869742
5028at147545	contig_7	573470	586589
12074at147545	contig_73	1894515	1907351
84164at147545	contig_73	1876413	1887342
84164at147545	contig_60	254447	265148
4334at147545	contig_73	1154080	1167344
4334at147545	contig_9	361016	373435
45058at147545	contig_60	3797738	3809808
107672at147545	contig_60	4153576	4163851
65887at147545	contig_60	258443	269781
106644at147545	contig_9	637986	648279
48904at147545	contig_5	624004	636595
1622at147545	contig_7	2551833	2566874
64300at147545	contig_5	915383	926481
63327at147545	contig_6	1853006	1864061
69083at147545	contig_73	1346582	1357547
65484at147545	contig_63	1082138	1093199
105434at147545	contig_63	2159296	2169902
41450at147545	contig_9	916380	927855
41450at147545	contig_60	84759	95927
41450at147545	contig_63	1713644	1724771
69541at147545	contig_73	1976996	1988646
93688at147545	contig_60	3349756	3360337
48403at147545	contig_5	2048628	2060200
10508at147545	contig_60	2337555	2350761
34263at147545	contig_7	2172601	2184339
46213at147545	contig_73	1504421	1515738
46213at147545	contig_63	1964896	1976063
114019at147545	contig_60	2619690	2630085
18140at147545	contig_73	2883311	2894921
