33798at147545	contig_170	1292220	1304156
118659at147545	contig_154	658746	669230
58802at147545	contig_87	809271	820398
112169at147545	contig_65	134779	145490
65712at147545	contig_87	437194	449603
88783at147545	contig_87	1398892	1410687
88783at147545	contig_7	753343	764903
64648at147545	contig_6	3049015	3061020
103769at147545	contig_129	186666	197398
99732at147545	contig_7	2115676	2128462
42313at147545	contig_5	168958	180960
77675at147545	contig_6	891579	902421
77675at147545	contig_7	2414092	2424838
77675at147545	contig_2	1316535	1327319
72273at147545	contig_160	2732059	2743251
90018at147545	contig_139	918043	929447
71952at147545	contig_1	811682	823252
112902at147545	contig_87	2550592	2561351
110166at147545	contig_154	2514619	2525331
105892at147545	contig_154	2765234	2776266
114368at147545	contig_154	2393214	2403873
69023at147545	contig_160	1389649	1401098
45159at147545	contig_87	613820	627288
89028at147545	contig_6	824072	835565
101552at147545	contig_160	851602	862621
97109at147545	contig_87	838193	849130
73893at147545	contig_154	2548729	2560960
92835at147545	contig_7	88174	99072
101788at147545	contig_87	856308	867161
101788at147545	contig_7	997817	1008146
101788at147545	contig_160	869290	879952
120912at147545	contig_5	1583415	1593893
5587at147545	contig_154	2234963	2248506
106026at147545	contig_7	715595	726688
1193at147545	contig_7	2124080	2163567
98271at147545	contig_5	1196104	1206952
