67627at147545	tig00000003	810942	822041
67627at147545	tig00000004	1074751	1085493
67627at147545	tig00000002	3605334	3616288
56718at147545	tig00000004	2059594	2070997
78260at147545	tig00000004	582422	593546
2379at147545	tig00000002	4352154	4367968
101957at147545	tig00000001	3765246	3776076
33447at147545	tig00000004	2053674	2065441
32954at147545	tig00000002	2375159	2387952
61510at147545	tig00000008	1152499	1163717
57227at147545	tig00000001	3989082	4000471
21438at147545	tig00000002	717530	729434
75670at147545	tig00000013	1553255	1565009
122273at147545	tig00000008	966544	977229
58036at147545	tig00000008	1600944	1612204
58036at147545	tig00000001	3785683	3796582
24003at147545	tig00000006	497399	509775
45322at147545	tig00000001	3108624	3120032
89834at147545	tig00000001	3004827	3015333
108018at147545	tig00000001	608563	618865
42918at147545	tig00000001	2013091	2024210
34687at147545	tig00000013	1904697	1916713
60657at147545	tig00000003	4032590	4044251
7192at147545	tig00000006	1654299	1667478
92856at147545	tig00000001	3794466	3805294
42297at147545	tig00000001	1617146	1628556
60609at147545	tig00000002	2499166	2510641
12783at147545	tig00000004	1510988	1526740
12783at147545	tig00000002	3428322	3440463
106063at147545	tig00000013	1570014	1580586
56463at147545	tig00000003	1390603	1402341
100855at147545	tig00000004	455808	466579
19883at147545	tig00000002	2896438	2908376
19883at147545	tig00000004	861232	873133
93975at147545	tig00000003	2921306	2932494
24656at147545	tig00000003	1905241	1917271
24656at147545	tig00000002	1244965	1256893
24656at147545	tig00000007	966763	978445
67933at147545	tig00000013	194148	205634
9095at147545	tig00000003	3250341	3263332
49054at147545	tig00000002	3440501	3452555
68115at147545	tig00000002	362406	374592
51679at147545	tig00000003	3756739	3768343
37939at147545	tig00000006	2257795	2269507
4124at147545	tig00000006	915515	929024
108575at147545	tig00000006	957087	967587
52700at147545	tig00000013	427959	439002
52700at147545	tig00000001	583774	594667
52700at147545	tig00000002	3300114	3310836
52977at147545	tig00000002	4135779	4147397
52977at147545	tig00000006	663342	674693
52977at147545	tig00000012	247578	275498
5028at147545	tig00000004	3173587	3186706
12074at147545	tig00000003	2741988	2754770
84164at147545	tig00000003	2761993	2772922
84164at147545	tig00000002	259360	270061
4334at147545	tig00000003	3481803	3495066
45058at147545	tig00000002	3801711	3813781
107672at147545	tig00000002	4157443	4167718
65887at147545	tig00000002	263356	274694
106644at147545	tig00000008	645048	655341
48904at147545	tig00000013	2507347	2519938
1622at147545	tig00000004	1193794	1208835
64300at147545	tig00000013	2217522	2228620
63327at147545	tig00000001	1859430	1870485
69083at147545	tig00000003	3291653	3302618
65484at147545	tig00000006	1090565	1101626
105434at147545	tig00000006	2167444	2178050
41450at147545	tig00000008	923351	934826
41450at147545	tig00000002	89713	100881
41450at147545	tig00000006	1721911	1733038
69541at147545	tig00000003	2660716	2672365
93688at147545	tig00000002	3353858	3364439
48403at147545	tig00000013	1084032	1095604
10508at147545	tig00000002	2341915	2355121
34263at147545	tig00000004	1576218	1587955
46213at147545	tig00000003	3133510	3144827
46213at147545	tig00000006	1973098	1984265
114019at147545	tig00000002	2623975	2634370
18140at147545	tig00000003	1754671	1766281
88382at147545	tig00000006	1106776	1117230
88382at147545	tig00000012	94889	105410
88382at147545	tig00000004	169634	180044
92132at147545	tig00000002	2944469	2955500
14414at147545	tig00000001	3756781	3768682
64378at147545	tig00000004	1741191	1752589
70628at147545	tig00000004	2062775	2074113
70628at147545	tig00000008	1304347	1315214
96092at147545	tig00000004	3118833	3129556
58235at147545	tig00000003	3178172	3189625
95594at147545	tig00000006	1590967	1601930
21626at147545	tig00000004	605135	616958
11268at147545	tig00000003	1015908	1029075
3705at147545	tig00000002	3693072	3708511
8013at147545	tig00000003	3728884	3741538
96558at147545	tig00000002	991354	1003851
68285at147545	tig00000013	2490490	2501555
101352at147545	tig00000006	1561060	1571794
98760at147545	tig00000013	395138	405836
31153at147545	tig00000002	909815	922093
39508at147545	tig00000001	3655669	3667290
7664at147545	tig00000007	1212898	1225924
7387at147545	tig00000004	2956870	3009144
7546at147545	tig00000003	2516262	2530317
26942at147545	tig00000002	4246891	4258920
56930at147545	tig00000013	327896	339148
34502at147545	tig00000002	4514701	4526776
24930at147545	tig00000002	4126573	4138415
24930at147545	tig00000008	923504	934880
24437at147545	tig00000001	1926337	1938188
71497at147545	tig00000002	3660687	3671740
