08-19-02-30,Aspergillus_fumigatus_08-19-02-30.GCA_040142875.fna
47-10,Aspergillus_fumigatus_47-10.GCA_040142855.fna
47-4,Aspergillus_fumigatus_47-4.GCA_040142865.fna
AF100-9B,Aspergillus_fumigatus_AF100-9B.GCA_040126065.fna
ATCC_13073,Aspergillus_fumigatus_ATCC_13073.GCA_040142885.fna
ATCC_42202,Aspergillus_fumigatus_ATCC_42202.GCA_040142845.fna
ATCC_46645,Aspergillus_fumigatus_ATCC_46645.GCA_040142955.fna
B5233,Aspergillus_fumigatus_B5233.GCA_040142945.fna
D141,Aspergillus_fumigatus_D141.GCA_040167805.fna
eAF1023,Aspergillus_fumigatus_eAF1023.fna
eAF1090,Aspergillus_fumigatus_eAF1090.fna
eAF1436,Aspergillus_fumigatus_eAF1436.fna
eAF1560,Aspergillus_fumigatus_eAF1560.fna
H237,Aspergillus_fumigatus_H237.GCA_040142975.fna
W72310,Aspergillus_fumigatus_W72310.GCA_040167795.fna
Af293,FungiDB-68_AfumigatusAf293_Genome.fasta
CEA10,FungiDB-68_AfumigatusA1163_Genome.fasta
